review
사장스시 10p 랑 반반초밥(연어+광어)10p 먹었어요~!! 너무 신선하고 맛있었어요 특히 구운 연어는 입에서 살살 녹아요 ㅎㅎ 직원분들도 친절하셔서 기분 좋은 식사였습니다~!!
일본에 온거 같은 가게 내부 디자인이예요. 친절하시고 무엇보다 초밥이 실하고 맛있었습니다. 또 방문할 생각이 저절로 드네요
부산대 근처에 점심으로 추천해오 !! 초밥이 다 통통하고 관자 구운 연어 새우 다 너무 마싯서요 !! 유부까지 맛있슴니당.. (〃´𓎟`〃)
"부산대 스시, 부산대 초밥으로 딱 맛있어요!! 회도 신선하고 존맛"
역시 너무 맛있습니다. 제 최애 맛집입니다. 추천합니다!
"남편은 재방, 저는 첫방문했는데 정말 신선하고 맛있어요~!! 특히 연어 너무 맛있습니다~ 점심 특선으로 가성비 좋게 먹고 왔어요 다시올께요~"
부산대 스시 맛집🍣🍣 요즘 매우 덥지만 스시 생각나서 학교에서 내려와서 점심 해결했어요!! 점심특선 14900원에 미니비빔소면 3500원 추가해서 드셔 보세요 짱맛있어요🤍🤍 친절과 청결도 최고임ㅎㅎㅎ
"이틀연속 와도 완전 가능♡ 내맘속 순위는 1위 장어, 2위 광어, 3위 생새우 근데 나머지도 다 맛도리ㅎㅎㅎ"
구서동에있을때부터 스시 생각나면 방문하는 야타이스시! 같이 오는 친구들마다 다 맛있다고 했어용ㅎㅎㅎ 오랜만에 지나가다가 생각나서 들러봣는데 역시 맛잇네요 🩷🩷🩷
점심특선 D로 시켰는데 비빔소면이 너무 맛있어요 그리고 연어초밥이 맛있어요!!
오랜만에 방문. 역시 맛이 독보적. 사실 저번 주도 왔는데 일주일에 한 번은 너무 적소. 다음에 또 오겠습니다.
부산대 올때마다 들리는 맛집입니다..ㅎㅎ 사장님도 친절하시고 맛도 굉장히 좋습니다!! 부산대생일때 많이 오지 못한게 아쉬울정도입니다. 잘먹었습니다!!
"세번째방문이에요 *,* 싱싱하고 부드러워서 늘 만족하고 갑니다 맛있게 잘 먹었습니다"
부산대 앞 초밥집은 여기가 제일 맛있는 것 같아요 ㅎㅎ 회장초밥 사장초밥 먹었는데 신선하구 너무 맛있게 잘 먹었습니당 ◡̈
점심특선 먹으러 방문했습니다 ㅎㅎ 비린맛에 예민한 사람인데 여긴 너무 맛있게 먹었어요 !! ❤️ 구성도 너무 알차고 좋네요 ><
"부산대에어 스시! 하면 야타이가 제일 먼저 생각납니다. 오늘은 하절기 신메뉴 비빔소면도 시켜서 처음 먹어봤는데, 진짜 맛있었습니다! 간도 맞고, 야채, 면 다 마음에 들었어요! 오늘도 잘 먹었습니다"
생각보다 훨씬 더 맛있었어요 ㅎㅎ 친절하시면서도 스시퀄도 훌륭했어요! 다음에 또 우리 공주님이랑 갈거같아요
존맛탱탱구리구리
참 맛나요! 부산대스시 부산대초밥 집입니다! 초밥드시고 싶으시면 여기로 꼭 오세요! 강력 추천합니다
믿고 먹는 야타이🍣🧡 맛도 맛인데 직원분 너무 친절하고 좋아요 맛과 서비스까지 다 잡았은 야타이 초밥에 생맥주 못 참아서 방앗간처럼 주기적으로 방문해야해용💕
너무 맛있게 잘 먹었습니다! 다음번에도 또 올께요!
우리동네 초밥은 야타이 ~ 오늘은 아이와함께 ♡ 아이들도 부드러운연어와함께 초밥까지 시원한 생맥도 사랑입니다^^
잘 먹었습니다! 맛있었어요~
맛있게 잘 먹었습니다! 연어초밥 너무 맛있어요
부산대 왔다가 스시가 먹고싶어 우연히 들어오게 되었는데 가격도 저렴하고 무엇보다 생선이 크고 신선해서 정말 맛있었어요!! 앞으로 부산대오면 야타이스시만 먹어야겠습니다 ㅎㅎ
부산대스시는 야타이스시 !! 종종 오는데 올때마다 맛있어서 좋아요 ㅎㅎ
부산대 스시집 중에 원탑입니다 !! 오랜만에 왔는데도 정말 맛이써요 ㅎㅎ
"가격대가 있는 편이라 가성비를 따지는 분들에겐 추천드릴수 없으나, 고급진 맛입니다. 화장실이 좀 더 깨끗했으면 좋겠습니다."
재료가 좋아보여요 회장초밥 추천합니다.
초밥 구성도 좋고 가격도 맛에 비해 저렴한 느낌입니다!!!
근처사는데 친구들 추천 받아서 갔는데 맛있게 가성비있게 먹고왔어요! 다른곳보다 샤리가 맛있고 부산대스시는 여기 자주 올듯함니다
부산대에 딸이랑 놀러왔다가 연어먹으러 왔어요~ 점심특선이라 푸짐하고 좋아요~~ 부산대야타이스시
기본이상의 맛입니다 굿
초밥 좋아하는데 이런 위치에 이런 맛집이 있다니 맛있어요
회장초밥 넘 맛있게 잘먹었습니다 다음에 또 올게용~~
"최애 스시맛집입니다😃 스시는 여기만 주로 먹어요! 초밥 하나하나 간이 잘되어있고, 양도 많아서 먹고 나면 배불러요! 조만간 또 오려구요! ㅎㅎ"
오픈키친이라 위생적이고 깔끔해요 어종도 다양하고 신선합니다 🩶 전 생새우랑 구운연어가 제일 맛있었어요. 맛있게 잘 먹고 갑니다!
초밥 너무 맛있어요 혼밥하기도 너무 좋아요
구서동에 있을 때부터 지금까지 옵니다 ㅎ 신선하고 맛있어요 ㅎ 또 올게요!
맛있게 잘먹었습니다. 부산대 스시 맛집으로 강추합니다.!
초밥이 사르르 녹아요🥹 넘 맛있습니당 강추해요!!!
초밥 맛집을 찾기 힘든데 자주 오는 집이에요 !
광어를 안 좋아해서 사장초밥에 광어만 연어로 변경해서 먹었어요! 역시 연어아부리가 젤 맛있습니다...🤤 광어 안 좋아하지만 구운 광어지느러미는 부드러우면서도 쫄깃해서 잘 먹었습니다 관자도 넘 맛있구요 진짜 옛날부터 가족들이랑 오던 집인데 변하지 않고 꾸준히 맛납니다 ㅎㅎ
부산대스시 중에 진짜 쫀쫀함으로는 최강인거 같아요! 부산대초밥은 이제 여기로 와야겠어요!!!! 정말 맛있어요 덮밥이 연어가 맛있어서 맛있기 쉽지않은데 정말 맛있었어요😆
처음먹으러와봤는데 부산대에서 초밥 제일 잘하는거같아요!!! 다음에 또 올게요!!!!
부산대스시 야타이스시 너무 맛있어용 광어초밥 짱짱 맛있어요!!
"올 때마다 행복한 야타이 🥹❤️‍🔥❤️‍🔥❤️‍🔥 매번 자신있게 추천하는 나만의(모두의) 맛집,,,👍 오래오래 영업해주세요 사장님🥹🥹🥹❤️‍🔥"
