review
햄치즈샌드위치가 생각나서 또 방문한 지필🫧 모닝세트로 주문하고 커피는 아이스로 버터리 식빵도 추가용 ☺️ 바삭 아삭한 햄치즈샌드위치는 진짜 최고에요 👍 단호박스프에 버터리 식빵 찍먹도 너무 좋은 .. 😍 갈 때 마다 요 1인석이 너무 편하고 좋아요 최애 좌석💕 샌드위치 생각나면 또 갈게용 💟
베이컨 에그 샌드위치랑 망고바 라떼 주문했어요! 망고바라떼 신메뉴 같은데 진짜 맛있어요! 망고바가 아이스크림인줄 알았는데 망고과육이였어요 ..! ✨ 망고라떼 자체도 너무 맛있어서 또 생각나는 .. 💛 베이컨 에그 샌디치는 처음 먹어봤는데 모짜렐라가 들어가서 더 맛있었던 🥹 소스도 맛있고 .. 🤭 샌드위치 먹으러 또 갈거에요 🥨
지필 샌드위치가 생각나 오랜만에 방문했어요! 🤭 모닝세트 커피는 아이스로 ✨ 샌드위치 맛있는거야 두말하면 입 아픈 🤭 감자스프도 짭짤 고소해서 좋고 오늘은 짭짜리 식빵도 주문해서 스프에 찍먹 했는데 맛없없 조합 💘 신메뉴도 나왔던데 다음엔 다른 메뉴도 도전해볼게요 🥨
모닝세트 넘 좋아요💛💛 왕 맛있어용
"지필의 모닝세트와 함께한 토요일 아침 ☺️ 9천원의 행복,👻 감자스프도 맛있었는데 고구마스프도 달달하고 부드러운게 정말 맛있었어요! 커피도 고소하고 햄치즈토마토샌드위치는 말모 ,,💕 사실 햄치즈토마토샌드위치가 생각나서 재방문 했어요 ✨ 담백하고 빠작한 치아바타 최고 🤎"
여기 샌드위치도 정말 맛있지만 개인적으로 시즈널프토도 넘 맛있어요 빵이 촉촉하니 넘 맛있고 사장님이 직접 만든 수제크림이랑 같이 곁들여 먹으니 더 맛있어요 그리고 감자스프도 미쳤어요 치아바탕 빵에다가 찍어먹으면 진짜 ㅜㅜ 대박이에요 ~ ~ 장전동 가시면 무조건 강추에요 그리고 사장님이 넘 친절하세요 👏🏻🤍
"지필에서 구천원의 행복 ✨ 오픈시간부터 11시전까지 햄 치즈 토마토 샌드위치와 감자수프 그리고 아이스 아메리카노까지 9천원에 즐길수 있어 너무 좋았어요 💖 수프는 변동이 있는거 같지만 감자 수프 너무 맛있었어요 ,,,! 부드럽고 짭쪼름해서 취향저격 🤗 그리고 햄 치즈 토마토 샌드위치도 담백해서 너무 맛있게 먹었어용 👻 치아바타가 진짜 맛있었어요 ✨ 이른 시간에 또 방문하게 된다면 또 모닝세트를 🥹😋 지필 프렌치 토스트도 맛있으니 꼭 드셔보세요 !!! ❤️"
공강 시간에 찾아갔던 지필! 와보고 싶었는데 와봐서 좋았고 차도 맛있었고 샌드위치도 맛있었고 .. 힐링 그 자체였다 ☺️🤍
프렌치 토스트와 아이스 아메리카노가 맛있는 지필! 가격도 착하고 맛도 있어서 너무 좋았어요 ! 아늑하고 차분한 느낌이라 더 마음에 들었던 지필✨ 사장님도 정말 친절하시고 편히 잘 쉬다가 갑니다 🤗 다음엔 모닝세트 먹으러 갈게욥 👻
그동안 조용하고 차분한 공간을 찾아 헤맸는데… 너무 좋았어요☕️ 커피도 책도 음악도 모두 완벽해서 여유롭고 따뜻한 시간이었습니다 ㅎㅎ 브런치도 넘 맛있었구.. 종종 방문할게요🩶🤍
