file,detected_encoding,confidence,converted_path,notes
C:\Users\choem\OneDrive\바탕 화면\datalist\리뷰_부산대 우쭈쭈_2025-09-01.csv,utf_8,0.0,C:\Users\choem\OneDrive\바탕 화면\datalist\utf8\리뷰_부산대 우쭈쭈_2025-09-01.csv,
C:\Users\choem\OneDrive\바탕 화면\datalist\리뷰_부산대 카츠안_2025-09-01.csv,utf_8,0.0,C:\Users\choem\OneDrive\바탕 화면\datalist\utf8\리뷰_부산대 카츠안_2025-09-01.csv,
C:\Users\choem\OneDrive\바탕 화면\datalist\리뷰_부산대 포맨티코 본점_2025-09-01.csv,utf_8,0.0,C:\Users\choem\OneDrive\바탕 화면\datalist\utf8\리뷰_부산대 포맨티코 본점_2025-09-01.csv,
C:\Users\choem\OneDrive\바탕 화면\datalist\리뷰_부산밀면_2025-09-01.csv,utf_8,0.0,C:\Users\choem\OneDrive\바탕 화면\datalist\utf8\리뷰_부산밀면_2025-09-01.csv,
C:\Users\choem\OneDrive\바탕 화면\datalist\리뷰_부소담 숯불폭립_2025-09-01.csv,utf_8,0.0,C:\Users\choem\OneDrive\바탕 화면\datalist\utf8\리뷰_부소담 숯불폭립_2025-09-01.csv,
C:\Users\choem\OneDrive\바탕 화면\datalist\리뷰_분잉_2025-09-01.csv,utf_8,0.0,C:\Users\choem\OneDrive\바탕 화면\datalist\utf8\리뷰_분잉_2025-09-01.csv,
C:\Users\choem\OneDrive\바탕 화면\datalist\리뷰_브런치가든숲_2025-09-01.csv,utf_8,0.0,C:\Users\choem\OneDrive\바탕 화면\datalist\utf8\리뷰_브런치가든숲_2025-09-01.csv,
C:\Users\choem\OneDrive\바탕 화면\datalist\리뷰_블루그로토_2025-09-01.csv,utf_8,0.0,C:\Users\choem\OneDrive\바탕 화면\datalist\utf8\리뷰_블루그로토_2025-09-01.csv,
C:\Users\choem\OneDrive\바탕 화면\datalist\리뷰_빅대디포장마차 부산대점_2025-09-01.csv,utf_8,0.0,C:\Users\choem\OneDrive\바탕 화면\datalist\utf8\리뷰_빅대디포장마차 부산대점_2025-09-01.csv,
C:\Users\choem\OneDrive\바탕 화면\datalist\리뷰_빼어날수연어 부산대점_2025-09-01.csv,utf_8,0.0,C:\Users\choem\OneDrive\바탕 화면\datalist\utf8\리뷰_빼어날수연어 부산대점_2025-09-01.csv,
C:\Users\choem\OneDrive\바탕 화면\datalist\리뷰_살아있네문어_2025-09-01.csv,utf_8,0.0,C:\Users\choem\OneDrive\바탕 화면\datalist\utf8\리뷰_살아있네문어_2025-09-01.csv,
C:\Users\choem\OneDrive\바탕 화면\datalist\리뷰_삼굽살 부산대점_2025-09-01.csv,utf_8,0.0,C:\Users\choem\OneDrive\바탕 화면\datalist\utf8\리뷰_삼굽살 부산대점_2025-09-01.csv,
C:\Users\choem\OneDrive\바탕 화면\datalist\리뷰_삼세랑_2025-09-01.csv,utf_8,0.0,C:\Users\choem\OneDrive\바탕 화면\datalist\utf8\리뷰_삼세랑_2025-09-01.csv,
C:\Users\choem\OneDrive\바탕 화면\datalist\리뷰_상생라멘 부산대점_2025-09-01.csv,utf_8,0.0,C:\Users\choem\OneDrive\바탕 화면\datalist\utf8\리뷰_상생라멘 부산대점_2025-09-01.csv,
C:\Users\choem\OneDrive\바탕 화면\datalist\리뷰_샐러디 부산장전역점_2025-09-01.csv,utf_8,0.0,C:\Users\choem\OneDrive\바탕 화면\datalist\utf8\리뷰_샐러디 부산장전역점_2025-09-01.csv,
C:\Users\choem\OneDrive\바탕 화면\datalist\리뷰_샤브20 부산금정점_2025-09-01.csv,utf_8,0.0,C:\Users\choem\OneDrive\바탕 화면\datalist\utf8\리뷰_샤브20 부산금정점_2025-09-01.csv,
C:\Users\choem\OneDrive\바탕 화면\datalist\리뷰_샤브향 부산대점_2025-09-01.csv,utf_8,0.0,C:\Users\choem\OneDrive\바탕 화면\datalist\utf8\리뷰_샤브향 부산대점_2025-09-01.csv,
C:\Users\choem\OneDrive\바탕 화면\datalist\리뷰_서문국수_2025-09-01.csv,utf_8,0.0,C:\Users\choem\OneDrive\바탕 화면\datalist\utf8\리뷰_서문국수_2025-09-01.csv,
C:\Users\choem\OneDrive\바탕 화면\datalist\리뷰_서빙고본점_2025-09-01.csv,utf_8,0.0,C:\Users\choem\OneDrive\바탕 화면\datalist\utf8\리뷰_서빙고본점_2025-09-01.csv,
